chrom	start	end	mean.x	mean.y	fmnorm
103479	NC_008465.4	1240000	1250000	3.22	8.5	1.65272342752895
103487	NC_008465.4	1310000	1320000	16.9	29.56	1.0589442975951
103488	NC_008465.4	1320000	1330000	9.52	17.52	1.13229057091173
103495	NC_008465.4	1390000	1400000	6.42	13.55	1.32996892373743
103504	NC_008465.4	1470000	1480000	9.84	17.17	1.05548109328139
103506	NC_008465.4	1490000	1500000	13.47	24.23	1.09936582860754
103508	NC_008465.4	1500000	1510000	8.82	26.61	1.8454392240832
103511	NC_008465.4	1530000	1540000	7.37	24.33	1.97532107046186
103516	NC_008465.4	1580000	1590000	13.65	29.14	1.3464212008758
103529	NC_008465.4	170000	180000	16.18	29.28	1.10802522047257
103533	NC_008465.4	1730000	1740000	10.19	20.08	1.23092649240346
103535	NC_008465.4	1750000	1760000	8.9	26.52	1.82752480887733
103537	NC_008465.4	1770000	1780000	15.23	27.53	1.10640994272677
103541	NC_008465.4	1800000	1810000	21.76	49.21	1.4295942344983
103543	NC_008465.4	1820000	1830000	8.56	23.86	1.73123261591258
103544	NC_008465.4	1830000	1840000	12.56	32.37	1.61814217593605
103545	NC_008465.4	1840000	1850000	8.11	24.77	1.86314132364759
103550	NC_008465.4	1890000	1900000	7.62	13.44	1.07099150990394
103556	NC_008465.4	1940000	1950000	22.87	50.4	1.39228864259411
103557	NC_008465.4	1950000	1960000	20.55	41.42	1.26351043426997
103560	NC_008465.4	1980000	1990000	18.48	48.2	1.63538966431977
103563	NC_008465.4	200000	210000	20.22	34.05	1.00419307561492
103564	NC_008465.4	2000000	2010000	14.23	37.27	1.64140043182087
103566	NC_008465.4	2020000	2030000	7.85	13.98	1.08492107621495
103584	NC_008465.4	2190000	2200000	15.09	27.92	1.14002741030147
103586	NC_008465.4	2200000	2210000	7.86	19.39	1.55503286046669
103593	NC_008465.4	2270000	2280000	12.26	37.05	1.84783583812092
103594	NC_008465.4	2280000	2290000	12.26	31.49	1.61325605306313
103606	NC_008465.4	2390000	2400000	12.21	22.05	1.10503673007598
103623	NC_008465.4	2540000	2550000	14.42	28.72	1.24630585920073
103628	NC_008465.4	2590000	2600000	13.78	42.58	1.8799213363665
103634	NC_008465.4	2640000	2650000	15.82	28.46	1.09950733667219
103635	NC_008465.4	2650000	2660000	22.41	39.73	1.07840741919621
103636	NC_008465.4	2660000	2670000	23.13	40.86	1.07324521271554
103638	NC_008465.4	2680000	2690000	10.15	19.84	1.21925357293284
103668	NC_008465.4	2950000	2960000	1.86	5.11	1.71034194444809
103674	NC_008465.4	300000	310000	7.86	13.77	1.06124861649486
103744	NC_008465.4	3630000	3640000	1.99	4.55	1.44541938916091
103746	NC_008465.4	3650000	3660000	2.3	4.79	1.31071306941031
103747	NC_008465.4	3660000	3670000	2.77	4.68	1.00894382815272
103762	NC_008465.4	380000	390000	15.07	25.89	1.03303682292079
103835	NC_008465.4	4450000	4460000	0.28	0.48	1.02992885328205
103837	NC_008465.4	4470000	4480000	1.08	2.45	1.4340717114576
103873	NC_008465.4	480000	490000	19.98	43.5	1.37478009244954
103884	NC_008465.4	490000	500000	6.42	11.62	1.10828614090073
103918	NC_008465.4	520000	530000	25.68	65.99	1.61392348991013
103929	NC_008465.4	530000	540000	19.09	39.09	1.28630375650385
103940	NC_008465.4	540000	550000	16.28	30.56	1.160865118388
103951	NC_008465.4	550000	560000	9.79	30.77	1.90446495334835
104029	NC_008465.4	620000	630000	9.74	23.69	1.53460579577639
104201	NC_008465.4	7750000	7760000	2.46	5.69	1.46209161158584
104204	NC_008465.4	7780000	7790000	2.43	27.63	3.75952861782521
104206	NC_008465.4	780000	790000	9.35	19.24	1.29339180361354
104217	NC_008465.4	850000	860000	19.32	39.55	1.28590387514288
104218	NC_008465.4	860000	870000	15.74	36.97	1.48424077729826
104219	NC_008465.4	870000	880000	5.71	12.1	1.33576567141761
104225	NC_008465.4	920000	930000	4.35	11.34	1.63465460882464
104231	NC_008465.4	980000	990000	16.43	41.62	1.59326575940376
104232	NC_008465.4	990000	1000000	16.84	47.6	1.75139070974741
104240	NC_028739.2	1040000	1050000	3.06	5.75	1.16235157775759
104256	NC_028739.2	1190000	1200000	1.31	2.37	1.10764152197931
104257	NC_028739.2	120000	130000	1.66	3.43	1.29934660944439
104305	NC_028739.2	1630000	1640000	3.01	5.33	1.07669332061797
104455	NC_028740.2	1340000	1350000	2.98	6.12	1.29054059684899
104521	NC_028740.2	1940000	1950000	1.01	4.89	2.52780044681894
104523	NC_028740.2	1960000	1970000	4.41	8.35	1.17331881642239
104619	NC_028740.2	2820000	2830000	2.24	8.25	2.13321666169407
104637	NC_028740.2	2990000	3000000	0.46	0.94	1.28334817023912
104642	NC_028740.2	3020000	3030000	0.92	2.05	1.40823941806693
104644	NC_028740.2	3040000	3050000	1.52	3.23	1.33978411586884
104647	NC_028740.2	3070000	3080000	2.38	5.34	1.41819944299811
104652	NC_028740.2	3110000	3120000	2.1	4.8	1.4449663525609
104658	NC_028740.2	3170000	3180000	1.85	3.77	1.27936052737085
104662	NC_028740.2	3200000	3210000	2.76	5.58	1.26791812966952
104664	NC_028740.2	3220000	3230000	0.44	0.83	1.16792908732813
104667	NC_028740.2	3250000	3260000	4.83	11.66	1.52379396898322
104673	NC_028740.2	3300000	3310000	1.92	7.5	2.21810555928059
104677	NC_028740.2	3340000	3350000	2.76	7.29	1.65357182216727
104678	NC_028740.2	3350000	3360000	2.32	7.37	1.919861088586
104684	NC_028740.2	3400000	3410000	2.82	8.48	1.84069037678291
104686	NC_028740.2	3420000	3430000	6.03	12.28	1.27840192808859
104687	NC_028740.2	3430000	3440000	5.04	9.2	1.12053140206296
104691	NC_028740.2	3470000	3480000	2.91	6.12	1.32483377440287
104695	NC_028740.2	3500000	3510000	0.82	4.33	2.65299248472714
104697	NC_028740.2	3520000	3530000	4.62	9.93	1.35622214073082
104703	NC_028740.2	3580000	3590000	1.36	2.38	1.0596761966761
104706	NC_028740.2	3600000	3610000	3.84	7.52	1.22194762557498
104710	NC_028740.2	3640000	3650000	1.44	3.29	1.44434004691143
104711	NC_028740.2	3650000	3660000	2.16	5.61	1.62929073306382
104717	NC_028740.2	3700000	3710000	4.5	10.09	1.41725054250782
104722	NC_028740.2	3750000	3760000	1.85	7.39	2.25037036824834
104723	NC_028740.2	3760000	3770000	4.01	8.87	1.39765314246464
104726	NC_028740.2	3790000	3800000	0.52	1.31	1.58530455801486
104742	NC_028740.2	3930000	3940000	1.14	1.98	1.04878788053337
104743	NC_028740.2	3940000	3950000	1.36	2.6	1.18722624639662
104756	NC_028740.2	4050000	4060000	4.16	7.72	1.14433859374549
104757	NC_028740.2	4060000	4070000	2.31	5.58	1.52469354503163
104760	NC_028740.2	4090000	4100000	2.7	5.04	1.15278560106759
104762	NC_028740.2	4100000	4110000	1.89	10.54	2.73173800203464
104769	NC_028740.2	4170000	4180000	4.86	11.01	1.43210752457709
104770	NC_028740.2	4180000	4190000	6.68	13.88	1.30740883472271
104775	NC_028740.2	4220000	4230000	3.71	7.79	1.32252541605937
104785	NC_028740.2	4310000	4320000	3.63	6.79	1.15576330086748
104786	NC_028740.2	4320000	4330000	1.7	4.22	1.56402952718798
104791	NC_028740.2	4370000	4380000	2.51	6.1	1.53344315311798
104792	NC_028740.2	4380000	4390000	2.08	10.27	2.5561020227956
104795	NC_028740.2	4400000	4410000	5.28	10.69	1.26997329298054
104796	NC_028740.2	4410000	4420000	1.53	7.03	2.45231431099838
104826	NC_028740.2	4690000	4700000	17.58	61.03	2.04790479454849
104828	NC_028740.2	4700000	4710000	108.98	276.37	1.59485889807949
104830	NC_028740.2	4720000	4730000	60.67	147.22	1.53123973456265
104940	NC_028740.2	5710000	5720000	0.6	2.39	2.24629748699073
104941	NC_028740.2	5720000	5730000	4.95	9.06	1.12440379969776
104944	NC_028740.2	5750000	5760000	2.82	5.23	1.14343705846665
104946	NC_028740.2	5770000	5780000	3.29	6.32	1.19415824906036
104952	NC_028740.2	5820000	5830000	1.84	5.75	1.89617746439322
104953	NC_028740.2	5830000	5840000	1.38	4.25	1.8751158488654
104954	NC_028740.2	5840000	5850000	1.07	1.82	1.01864892841605
104955	NC_028740.2	5850000	5860000	2.41	4.51	1.15641556164392
104958	NC_028740.2	5880000	5890000	2.4	5.14	1.35105522820386
104962	NC_028740.2	5910000	5920000	3.41	7.75	1.43674584575593
104964	NC_028740.2	5930000	5940000	1.63	3.73	1.44662494064266
104973	NC_028740.2	6000000	6010000	4.11	7.59	1.13728276635228
104982	NC_028740.2	6090000	6100000	1.58	3.11	1.229311296572
105031	NC_040902.1	0	10000	1284.88	4170.16	1.95079038568901
105032	NC_040902.1	10000	16784	1267.65	4075.24	1.93704982973466
105048	NW_020109747.1	0	7246	1.77	5.06	1.76770929922981
105053	NW_020109751.1	10000	10724	2.9	9.21	1.9194695306949
105098	NW_020109775.1	0	1568	0	22.45	Inf
105099	NW_020109776.1	0	2003	0.1	45.17	9.07154237816865
105100	NW_020109777.1	0	2092	0	28.38	Inf
105101	NW_020109778.1	0	3094	0	40	Inf
105102	NW_020109779.1	0	5587	0.14	86.56	9.52445113638771
105103	NW_020109780.1	0	6668	0.3	79.4	8.3003539710403
105104	NW_020109781.1	0	6830	0.1	31.56	8.5542746697446
105105	NW_020109782.1	0	6929	0.11	55.04	9.2191544106833
105106	NW_020109783.1	0	7074	0.28	124.45	9.04824496242929
105107	NW_020109784.1	0	7765	0.26	54.21	7.95622484806316
105108	NW_020109785.1	0	7878	0.05	37.09	9.78720773223415
105109	NW_020109786.1	0	8166	0.52	132.99	8.25091170436383
105110	NW_020109787.1	0	8267	0.05	9.06	7.75376041977737
105111	NW_020109788.1	0	8275	0.14	55.59	8.88557601930932
105112	NW_020109789.1	0	8559	0.19	86.71	9.08637643050059
105113	NW_020109790.1	0	8909	0.19	74.35	8.8645107881147
105114	NW_020109791.1	0	9034	0.07	42.25	9.48970197861781
105115	NW_020109792.1	0	9182	0.1	63.89	9.57176760402565
105116	NW_020109793.1	0	9607	0.15	15.34	6.92851344651292
105117	NW_020109794.1	0	10000	0.05	43	10.000514124208
105119	NW_020109795.1	0	10000	0.14	50.89	8.75813282853809
105120	NW_020109795.1	10000	10162	0	3.99	Inf
105121	NW_020109796.1	0	10000	0.09	31.6	8.70810511624065
105123	NW_020109797.1	0	10000	0.22	73.75	8.64131699000513
105124	NW_020109797.1	10000	10371	0	0.27	Inf
105125	NW_020109798.1	0	10000	0.06	6.43	6.99603370122529
105126	NW_020109798.1	10000	10551	0.67	76.8	7.09312267976925
105127	NW_020109799.1	0	10000	0.12	77.11	9.58006102654526
105128	NW_020109799.1	10000	10871	0	0.61	Inf
105129	NW_020109800.1	0	10000	0.03	8.63	8.4205755230763
105130	NW_020109800.1	10000	11068	0.09	4.5	5.89617746439322
105131	NW_020109801.1	0	10000	0.04	15.37	8.83822272430927
105132	NW_020109801.1	10000	12127	0	4.07	Inf
105133	NW_020109802.1	0	10000	0.15	46.05	8.51441611998868
105134	NW_020109802.1	10000	12728	0.07	15.31	8.02522492006068
105135	NW_020109803.1	0	10000	0.07	14.59	7.95573052047879
105136	NW_020109803.1	10000	13691	0.03	9.4	8.54387572046234
105137	NW_020109804.1	0	10000	0.1	35.63	8.72926994786444
105138	NW_020109804.1	10000	13829	0	28.99	Inf
105139	NW_020109805.1	0	10000	0.37	28.25	6.50690306117946
105140	NW_020109805.1	10000	14047	0.13	31.94	8.19303015388864
105141	NW_020109806.1	0	10000	0.09	30.58	8.66076896453699
105142	NW_020109806.1	10000	14330	0	9.56	Inf
105143	NW_020109807.1	0	10000	0.07	41.42	9.46107819078141
105144	NW_020109807.1	10000	14810	0.08	80.26	10.2227867153985
105145	NW_020109808.1	0	10000	0.06	20.47	8.66665416092076
105146	NW_020109808.1	10000	15438	0.05	55.8	10.3764425864477
105147	NW_020109809.1	0	10000	0.14	69.19	9.20131417807748
105148	NW_020109809.1	10000	16043	0.29	145.01	9.21820505205956
105149	NW_020109810.1	0	10000	0.07	52.26	9.79645776188092
105150	NW_020109810.1	10000	16320	0	8.19	Inf
105151	NW_020109811.1	0	10000	0.04	9.13	8.08679232460272
105152	NW_020109811.1	10000	17217	0.04	3.39	6.65746273775484
105153	NW_020109812.1	0	10000	0.12	32.82	8.34771829741106
105154	NW_020109812.1	10000	17224	0.22	117.62	9.31473543114313
105155	NW_020109813.1	0	10000	0.05	14.03	8.38469247335104
105156	NW_020109813.1	10000	17321	0.11	29.33	8.31105101173816
105157	NW_020109814.1	0	10000	0.07	11.84	7.65441971818985
105158	NW_020109814.1	10000	17442	0.01	9.53	10.1486536785284
105159	NW_020109815.1	0	10000	0.09	51.29	9.40685812915351
105160	NW_020109815.1	10000	18028	0.15	54.05	8.74550958163199
105161	NW_020109816.1	0	10000	0.08	27.27	8.66542025953376
105162	NW_020109816.1	10000	19032	0	6.47	Inf
105163	NW_020109817.1	0	10000	0.31	120.21	8.85139425938358
105164	NW_020109817.1	10000	19204	0.13	52.59	8.9124543379581
105165	NW_020109818.1	0	10000	0.08	17.22	8.00219070201534
105166	NW_020109818.1	10000	19471	0.04	15.15	8.81742335297881
105167	NW_020109819.1	0	10000	0.2	130.25	9.59938893178437
105168	NW_020109819.1	10000	19721	0.09	17.4	7.84726786391228
105169	NW_020109820.1	0	10000	0.08	34.42	9.0013526566587
105170	NW_020109820.1	10000	19850	0.15	2.87	4.51033760568567
105171	NW_020109821.1	0	10000	0.22	80.9	8.77481364329854
105172	NW_020109821.1	10000	19928	0.03	25.24	9.96885496887989
105173	NW_020109822.1	0	10000	0.12	31.79	8.30171607503532
105174	NW_020109822.1	10000	20000	0.15	50.6	8.65035234859165
105175	NW_020109822.1	20000	22964	0.11	14.32	7.27670543324546
105176	NW_020109823.1	0	10000	0.02	13.78	9.68068144732279
105177	NW_020109823.1	10000	20000	0.03	31.03	10.2668067554261
105178	NW_020109823.1	20000	23209	0.13	63.71	9.18918567858361
105179	NW_020109824.1	0	10000	0.06	17.26	8.4205755230763
105180	NW_020109824.1	10000	20000	0.06	12.69	7.97683512773845
105181	NW_020109824.1	20000	24105	0	6.66	Inf
105182	NW_020109825.1	0	10000	0.05	39.74	9.88676933698081
105183	NW_020109825.1	10000	20000	0.03	40.15	10.638543046302
105184	NW_020109825.1	20000	27808	0.06	3.75	6.21810555928059
105185	NW_020109826.1	0	10000	0.12	26.24	8.02491077851543
105186	NW_020109826.1	10000	20000	0.22	45.49	7.94422337527286
105187	NW_020109826.1	20000	28212	0.07	32.03	9.09017443533558
105188	NW_020109829.1	0	10000	0.04	2.97	6.46664039541927
105202	NW_020109834.1	0	10000	1.1	2.22	1.26537742744395
105206	NW_020109835.1	10000	20000	1.04	1.9	1.12173716480836
105213	NW_020109837.1	0	10000	0.05	18.74	8.80229841739033
105214	NW_020109837.1	10000	20000	0.04	17.58	9.0320406297619
105215	NW_020109837.1	20000	30000	0.05	16.49	8.6177688631686
105216	NW_020109837.1	30000	30439	0	0.79	Inf
105242	NW_020109845.1	0	246	0	1.37	Inf
105244	NW_020109847.1	0	345	0	0.17	Inf
105245	NW_020109848.1	0	342	0.09	0.19	1.33032378661977
105255	NW_020109858.1	0	791	0	5.39	Inf
105297	NW_020109900.1	0	2568	3.59	7.14	1.24426150482455
105299	NW_020109902.1	0	2610	2.62	6.93	1.65560981521826
105314	NW_020109917.1	0	3531	1.27	2.19	1.03842364744751
105321	NW_020109924.1	0	3660	0.44	2.44	2.72362699354409
105324	NW_020109927.1	0	3973	0.08	46.33	9.43005224165177
105325	NW_020109928.1	0	3863	0	21.29	Inf
105354	NW_020109957.1	0	5791	1.73	4.61	1.66631598741111
105370	NW_020109973.1	0	6698	0.55	1.04	1.17140127923493
105379	NW_020109982.1	0	6885	0.11	30.65	8.37456101455935
105387	NW_020109990.1	0	7655	0.17	51.82	8.50415173354826
105391	NW_020109994.1	0	8025	0	24.62	Inf
105392	NW_020109995.1	0	8118	1.62	3.84	1.49743377245503
105400	NW_020110003.1	0	8516	2.61	864.82	8.62452754511001
105411	NW_020110014.1	0	8915	3.95	7.22	1.12246745844121
105412	NW_020110015.1	0	9118	0.02	23.31	10.4390545637474
105418	NW_020110021.1	0	9617	0.09	65.71	9.76429349996242
105421	NW_020110024.1	0	9619	1.78	3.35	1.16460512899724
105422	NW_020110025.1	0	9858	0.01	8.13	9.91943281669353
105424	NW_020110027.1	0	9935	0.08	29.18	8.76308544253639
105428	NW_020110030.1	0	10000	0.04	24.83	9.53018982079534
105430	NW_020110031.1	0	10000	0.02	20.67	10.2656439480439
105431	NW_020110031.1	10000	10371	0	0.28	Inf
105432	NW_020110032.1	0	10000	0.11	42.58	8.8488498904335
105433	NW_020110032.1	10000	10066	0	0.02	Inf
105436	NW_020110034.1	0	10000	0.04	9.12	8.08521128878324
105437	NW_020110034.1	10000	10473	0	7.36	Inf
105439	NW_020110035.1	10000	10984	4	13.25	1.9802417291817
105442	NW_020110037.1	0	10000	2.14	548.98	8.25532025884354
105443	NW_020110037.1	10000	11066	2.99	976.98	8.60436100869764
105446	NW_020110039.1	0	10000	0.05	44.37	10.0457620175514
105447	NW_020110039.1	10000	11212	0	4.55	Inf
105451	NW_020110041.1	10000	11376	5.68	9.76	1.0333114926767
105456	NW_020110044.1	0	10000	2.32	4.31	1.14588433858003
105458	NW_020110045.1	0	10000	0.01	5.92	9.46177464024745
105459	NW_020110045.1	10000	11891	0	23.58	Inf
105464	NW_020110048.1	0	10000	0	5.43	Inf
105465	NW_020110048.1	10000	11970	0.01	29.91	11.7987334697379
105467	NW_020110049.1	10000	12125	0.29	1.2	2.30123087509945
105473	NW_020110052.1	10000	12129	0.38	0.84	1.39671118395367
105474	NW_020110053.1	0	10000	0.5	277.69	9.36965268904666
105475	NW_020110053.1	10000	12430	0.27	111.95	8.94800068019499
105476	NW_020110054.1	0	10000	0.05	11.98	8.15680537251992
105477	NW_020110054.1	10000	12389	0.04	26.96	9.64892605580036
105494	NW_020110063.1	0	10000	0.44	0.82	1.15044166059929
105499	NW_020110065.1	10000	13513	1.62	3.06	1.16985911442653
105505	NW_020110068.1	10000	13599	0.34	0.71	1.31460555287284
105509	NW_020110070.1	10000	13793	0.35	1.42	2.27278537717822
105513	NW_020110072.1	10000	13913	0.61	1.48	1.53103730268456
105522	NW_020110077.1	0	10000	0.13	58.89	9.07568851466474
105523	NW_020110077.1	10000	14604	0.13	49.46	8.82392808086735
105528	NW_020110080.1	0	10000	0.06	42.54	9.72196309185802
105529	NW_020110080.1	10000	14613	0.3	40.01	7.31157559235558
105538	NW_020110085.1	0	10000	1.24	2.74	1.39615704719215
105540	NW_020110086.1	0	10000	2.05	5.82	1.75771651802134
105548	NW_020110090.1	0	10000	10.37	754.92	6.43815724334418
105549	NW_020110090.1	10000	15492	2.52	1119.93	9.04809038658034
105556	NW_020110094.1	0	10000	0.55	33.12	6.16444851859317
105557	NW_020110094.1	10000	15929	0.03	30.97	10.264014441572
105558	NW_020110095.1	0	10000	0.05	37.64	9.80844409245968
105559	NW_020110095.1	10000	16129	0.07	61.61	10.0339151728756
105566	NW_020110099.1	0	10000	0.95	1.68	1.07478308906631
105567	NW_020110099.1	10000	16464	3.49	6.25	1.0929504279583
105587	NW_020110109.1	10000	18705	3.04	5.2	1.02676157420337
105590	NW_020110111.1	0	10000	0.21	29.29	7.37619632971911
105591	NW_020110111.1	10000	19095	0.03	17.37	9.42974081260774
105596	NW_020110114.1	0	10000	1.12	2.12	1.1728868071241
105616	NW_020110121.1	0	10000	1.16	2.61	1.42224627606081
105619	NW_020110122.1	0	10000	1.06	1.9	1.09425642838625
105625	NW_020110124.1	0	10000	0.01	21.45	11.3190832070054
105626	NW_020110124.1	10000	20000	0.08	32.56	8.92120625888475
105627	NW_020110124.1	20000	21677	0.15	47.36	8.55488404463893
105628	NW_020110125.1	0	10000	1.24	2.23	1.09902486415193
105629	NW_020110125.1	10000	20000	1.41	2.42	1.0316331594943
105630	NW_020110125.1	20000	22379	0.23	0.43	1.15502407326359
105634	NW_020110127.1	0	10000	1.03	1.83	1.08152058571932
105643	NW_020110130.1	0	10000	0.67	314.48	9.12691273258482
105644	NW_020110130.1	10000	20000	0.4	189.34	9.13908478651622
105645	NW_020110130.1	20000	22641	0	1.86	Inf
105657	NW_020110134.1	20000	23766	1.52	2.66	1.0596761966761
105667	NW_020110138.1	0	10000	0.26	98.31	8.81500401474132
105668	NW_020110138.1	10000	20000	0.09	52.42	9.43829791150461
105669	NW_020110138.1	20000	24712	0.15	30.74	7.93133212870075
105691	NW_020110146.1	0	10000	1.27	3.19	1.5810492016112
105697	NW_020110148.1	0	10000	0.08	27.04	8.65320071090068
105698	NW_020110148.1	10000	20000	0.07	31.48	9.06518617806838
105699	NW_020110148.1	20000	30000	0	25.71	Inf
105700	NW_020110148.1	30000	34471	0.05	9.42	7.80997642934392
105706	NW_020110150.1	10000	20000	0.93	2.45	1.64980040251304
105710	NW_020110151.1	0	10000	0.06	13.53	8.06930489787388
105711	NW_020110151.1	10000	20000	0.11	37.28	8.65707580063548
105712	NW_020110151.1	20000	30000	0.03	25.31	9.97285056600803
105713	NW_020110151.1	30000	39545	0.01	20.24	11.2353148493128
105812	NW_020110158.1	90000	100000	0.58	0.98	1.00905012360614
105817	NW_020110159.1	120000	130000	0.94	2.59	1.71454071062742
105820	NW_020110159.1	150000	160000	0.83	1.99	1.51390646381522
105822	NW_020110159.1	170000	180000	2.58	10.32	2.2523212746185
105823	NW_020110159.1	180000	190000	2.7	6.53	1.5264448591141
105863	NW_020110160.1	360000	370000	2.47	5.53	1.41508971326853
105872	NW_020110160.1	440000	450000	3.06	5.78	1.16985911442653
105881	NW_020110160.1	520000	530000	2.17	4.69	1.3642141546894
105882	NW_020110160.1	530000	540000	1.83	4.26	1.4713310565603
105888	NW_020110160.1	590000	600000	1.97	5.07	1.61611139216546
106083	NW_020110162.1	900000	910000	0.35	0.59	1.00568130703538
106122	NW_020110163.1	350000	360000	2.76	8.85	1.93333046281069
106124	NW_020110163.1	370000	380000	1.64	3.18	1.20765222528477
106129	NW_020110163.1	410000	420000	4.94	9.8	1.24059198203639
106130	NW_020110163.1	420000	430000	2.75	4.65	1.01012037220187
106133	NW_020110163.1	450000	460000	4.11	8.34	1.27323026438148
106137	NW_020110163.1	490000	500000	2.51	5.25	1.31695133322121
106141	NW_020110163.1	520000	530000	0.74	1.31	1.076290910527
106142	NW_020110163.1	530000	540000	0.81	2.38	1.80728903504182
106145	NW_020110163.1	560000	570000	1.14	3.06	1.67681910314641
106148	NW_020110163.1	590000	600000	1.95	4.18	1.35235009294977
106156	NW_020110163.1	660000	670000	0.36	1.1	1.86375598670085
106157	NW_020110163.1	670000	680000	1.29	11.43	3.39970370740972
106168	NW_020110163.1	770000	780000	0.82	1.69	1.2956487062826
106169	NW_020110163.1	780000	790000	0.77	3.35	2.37355201926873
106173	NW_020110163.1	810000	820000	1.75	3.56	1.27684359375257
106181	NW_020110163.1	890000	900000	1.07	2.04	1.18327963018885
106183	NW_020110163.1	900000	900507	0.6	2.19	2.12021773861116
106221	NW_020110164.1	1310000	1320000	0.07	0.15	1.35185694816941
106246	NW_020110164.1	1540000	1550000	4.75	12.83	1.68584302648987
106247	NW_020110164.1	1550000	1560000	8.21	40.27	2.54657261978645
106248	NW_020110164.1	1560000	1570000	3.29	114.32	5.37116770197908
106293	NW_020110164.1	1970000	1980000	0.05	13.68	8.34824569461704
106294	NW_020110164.1	1980000	1990000	0.01	3.46	8.68694950225522
106295	NW_020110164.1	1990000	2000000	0.03	7.83	8.28022727118839
106308	NW_020110164.1	30000	40000	0.18	0.33	1.12679039253464
106327	NW_020110164.1	470000	480000	0.17	0.31	1.11905474375504
106330	NW_020110164.1	50000	60000	0.11	0.39	2.07829187484345
106357	NW_020110164.1	740000	750000	0.17	0.38	1.41278594681175
106360	NW_020110164.1	770000	780000	0.24	0.51	1.33978411586884
106526	NW_020110165.1	480000	490000	5.79	10.19	1.06784007279508
106586	NW_020110167.1	100000	110000	2.15	4.28	1.24559541143019
106683	NW_020110167.1	1880000	1890000	5.63	11.36	1.26507728204295
106739	NW_020110167.1	560000	570000	2.74	1067.9	8.85870622299038
106740	NW_020110167.1	570000	580000	2.02	826.44	8.92873225427967
106741	NW_020110167.1	580000	590000	2.04	902.58	9.04166312285355
106742	NW_020110167.1	590000	600000	2.19	797.26	8.76029688282347
106776	NW_020110167.1	90000	100000	5.75	10.42	1.11004269106527
106781	NW_020110167.1	940000	950000	2.34	4.22	1.10305574374228
