female-biased_chrom	length.x	bases.x	mean.x	min.x	max.x	length.y	bases.y	mean.y	min.y	max.y	fmnorm
246051	5991	29628	4.95	0	40	5991	233152	38.92	0	202	2.622151325
246052	11107	133133	11.99	0	98	11107	537276	48.37	0	164	1.659420925
246072	5914	37899	6.41	0	59	5914	177975	30.09	0	83	1.87802789
246075	16514	27329	1.65	0	45	16514	454997	27.55	0	113	3.708654435
246085	8218	32592	3.97	0	93	8218	246916	30.05	0	177	2.567294124
246108	5610	40876	7.29	0	91	5610	204653	36.48	0	186	1.970255055
246124	6415	78836	12.29	0	98	6415	254774	39.72	0	151	1.339520753
246230	9626	40610	4.22	0	82	9626	333156	34.61	0	131	2.683014083
246254	7420	110583	14.9	0	159	7420	385071	51.9	0	317	1.447562253
246906	8360	1733	0.21	0	9	8360	250935	30.02	0	54	6.806530884
247400	6495	23724	3.65	0	72	6495	233622	35.97	0	105	2.947965836
247463	6653	25625	3.85	0	120	6653	260417	39.14	0	167	2.992853451
247704	11981	117156	9.78	0	103	11981	574948	47.99	0	216	1.941967488
248615	19982	69329	3.47	0	126	19982	741188	37.09	0	182	3.065162745
248681	8484	24145	2.85	0	63	8484	294423	34.7	0	130	3.253041884
248702	5599	6641	1.19	0	12	5599	147140	26.28	0	67	4.112071843
248955	13983	40548	2.9	0	109	13983	507877	36.32	0	146	3.293779443
248987	10931	17409	1.59	0	25	10931	397216	36.34	0	94	4.161599795
249674	5126	52995	10.34	0	64	5126	227243	44.33	0	130	1.747187222
250827	5488	66570	12.13	0	198	5488	243871	44.44	0	299	1.520419312
251011	13853	42002	3.03	0	52	13853	458266	33.08	0	90	3.095709581
251098	8653	56607	6.54	0	99	8653	311218	35.97	0	184	2.106571664
251558	13892	165065	11.88	0	131	13892	668517	48.12	0	313	1.665241852
251958	7196	59222	8.23	0	67	7196	241913	33.62	0	128	1.677495434
252228	8683	47637	5.49	0	73	8683	347711	40.05	0	169	2.514064234
252238	5296	71727	13.54	0	74	5296	278994	52.68	0	212	1.607167652
252255	5863	51629	8.81	0	118	5863	242311	41.33	0	205	1.877115485
252844	7891	33786	4.28	0	48	7891	266595	33.78	0	89	2.627626672
252933	6132	9002	1.47	0	30	6132	193709	31.59	0	84	4.072719922
252976	12865	22586	1.76	0	30	12865	410976	31.95	0	98	3.829308643
253309	6395	18330	2.87	0	43	6395	223899	35.01	0	88	3.255784465
253644	19127	50578	2.64	0	42	19127	763626	39.92	0	130	3.565641932
253710	5833	8316	1.43	0	16	5833	216272	37.08	0	112	4.343694237
254018	5460	13490	2.47	0	45	5460	173748	31.82	0	100	3.334490934
254182	7345	8129	1.11	0	28	7345	214057	29.14	0	70	4.361509341
254198	14612	86147	5.9	0	78	14612	584844	40.02	0	254	2.409074353
254517	7063	24270	3.44	0	58	7063	261302	37	0	122	3.074184846
254608	7755	98310	12.68	0	116	7755	395991	51.06	0	283	1.656778838
254654	5859	6611	1.13	0	23	5859	205641	35.1	0	77	4.604216398
254812	8621	55720	6.46	0	105	8621	358183	41.55	0	198	2.332382453
254999	8466	92822	10.96	0	154	8466	377004	44.53	0	194	1.669669859
255504	6612	26117	3.95	0	63	6612	219786	33.24	0	103	2.720135869
255641	7885	75476	9.57	0	260	7885	317775	40.3	0	392	1.721329054
256110	5180	14979	2.89	0	54	5180	143645	27.73	0	92	2.909446264
256134	7554	31243	4.14	0	66	7554	294711	39.01	0	144	2.883281371
256190	8979	26958	3	0	35	8979	355384	39.58	0	94	3.368877252
256391	8063	63901	7.93	0	94	8063	291255	36.12	0	134	1.834545167
259176	6013	21631	3.6	0	55	6013	188655	31.37	0	87	2.770456763
264279	8919	11449	1.28	0	144	8919	307845	34.52	0	202	4.400356795
265071	10183	43047	4.23	0	62	10183	321728	31.59	0	66	2.547878414
265550	5372	695	0.13	0	2	5372	111612	20.78	0	51	6.967680266
267688	7977	38253	4.8	0	88	7977	304702	38.2	0	153	2.639606373
269248	6929	55558	8.02	0	123	6929	265368	38.3	0	166	1.902810296
271033	7082	11736	1.66	0	33	7082	233271	32.94	0	133	3.957725454
271409	8361	73043	8.74	0	81	8361	510543	61.06	0	377	2.45166245
273149	6540	48874	7.47	0	111	6540	244603	37.4	0	162	1.970998168
273432	8671	80582	9.29	0	133	8671	375706	43.33	0	212	1.86875578
273452	9080	5450	0.6	0	24	9080	281106	30.96	0	70	5.336439206
273597	12057	72368	6	0	118	12057	424485	35.21	0	260	2.200090867
273607	7961	128413	16.13	0	209	7961	566370	71.14	0	374	1.788054581
273648	8815	22542	2.56	0	61	8815	300524	34.09	0	115	3.38227293
273689	15005	27298	1.82	0	55	15005	540421	36.02	0	113	3.953927871
273895	5903	36841	6.24	0	117	5903	233206	39.51	0	109	2.309739958
274086	5794	5803	1	0	12	5794	214999	37.11	0	85	4.860876141
274101	9235	86421	9.36	0	126	9235	401577	43.48	0	217	1.862911551
274187	17319	61174	3.53	0	76	17319	639661	36.93	0	116	3.034193219
274211	5415	43683	8.07	0	101	5415	250018	46.17	0	251	2.163455199
274251	5137	30401	5.92	0	50	5137	128294	24.97	0	73	1.723666786
274343	10248	172356	16.82	0	213	10248	504239	49.2	0	252	1.195620656
274364	10469	71556	6.84	0	98	10469	389792	37.23	0	204	2.091537432
274442	5645	18268	3.24	0	77	5645	218955	38.79	0	153	3.228759103
274478	10890	76295	7.01	0	128	10890	429666	39.46	0	167	2.140044652
274496	13512	221198	16.37	0	286	13512	734719	54.38	0	365	1.379161875
274537	6505	109966	16.9	0	135	6505	378393	58.17	0	188	1.430392103
274702	10015	56203	5.61	0	63	10015	360071	35.95	0	141	2.32705914
274844	11704	99155	8.47	0	136	11704	463904	39.64	0	166	1.873663133
274863	7213	75397	10.45	0	201	7213	320202	44.39	0	323	1.733871812
274982	8046	66378	8.25	0	146	8046	311995	38.78	0	184	1.879986825
275262	10424	33783	3.24	0	38	10424	403786	38.74	0	120	3.226898281
275381	8671	63092	7.28	0	112	8671	394313	45.47	0	137	2.290044694
275385	8307	61044	7.35	0	86	8307	342821	41.27	0	178	2.136417329
275390	12305	76708	6.23	0	101	12305	465011	37.79	0	238	2.247840496
275553	5905	11578	1.96	0	30	5905	217888	36.9	0	90	3.881835302
275790	7445	66203	8.89	0	321	7445	317979	42.71	0	482	1.911458619
276090	5068	22608	4.46	0	45	5068	175179	34.57	0	90	2.601545034
276213	7794	17538	2.25	0	40	7794	315561	40.49	0	98	3.816708782
276478	5782	8644	1.49	0	16	5782	226438	39.16	0	150	4.363136575
276489	7082	43650	6.16	0	123	7082	249029	35.16	0	185	2.16007286
276571	10558	56722	5.37	0	68	10558	405660	38.42	0	169	2.486003571
276580	10058	8991	0.89	0	20	10058	351114	34.91	0	64	4.940831256
276609	8085	70146	8.68	0	135	8085	335858	41.54	0	132	1.905874314
276634	8896	12717	1.43	0	23	8896	321272	36.11	0	92	4.305451414
276669	5876	26731	4.55	0	79	5876	221697	37.73	0	116	2.698913695
276671	6065	29901	4.93	0	83	6065	210129	34.65	0	106	2.460335846
276702	5766	11268	1.95	0	23	5766	186410	32.33	0	84	3.698467524
276710	9928	9090	0.92	0	26	9928	317392	31.97	0	67	4.766081118
276738	7955	46057	5.79	0	117	7955	277143	34.84	0	163	2.236249416
277029	10261	211073	20.57	0	156	10261	585516	57.06	0	237	1.119077999
277070	20088	150918	7.51	0	261	20088	862411	42.93	0	318	2.162241405
277106	6873	47665	6.94	0	105	6873	225270	32.78	0	134	1.886948332
277207	12111	128443	10.61	0	145	12111	517359	42.72	0	245	1.656627036
277245	5269	15747	2.99	0	30	5269	210772	40	0	104	3.388922656
277251	13475	25389	1.88	0	73	13475	533531	39.59	0	154	4.043471546
277264	6382	36675	5.75	0	122	6382	252446	39.56	0	178	2.42954861
277293	7076	82352	11.64	0	109	7076	321297	45.41	0	192	1.611059024
277320	11997	64695	5.39	0	78	11997	462944	38.59	0	173	2.487009911
277376	7590	79309	10.45	0	188	7590	397353	52.35	0	484	1.97182664
277380	12553	29646	2.36	0	42	12553	400862	31.93	0	100	3.405193834
277392	7243	27333	3.77	0	43	7243	213050	29.41	0	88	2.610810401
277400	8118	42457	5.23	0	77	8118	340192	41.91	0	133	2.649551715
277412	9996	210207	21.03	0	454	9996	603071	60.33	0	541	1.167566778
277453	9968	23723	2.38	0	29	9968	384692	38.59	0	179	3.666333611
277487	26271	482335	18.36	0	490	26271	1516905	57.74	0	691	1.300145094
277501	19884	130179	6.55	0	104	19884	829615	41.72	0	223	2.318312392
277551	6884	33200	4.82	0	60	6884	237476	34.5	0	130	2.486631356
277578	5518	42110	7.63	0	118	5518	215683	39.09	0	150	2.004184668
277590	5353	66112	12.35	0	121	5353	229556	42.88	0	162	1.44293391
277618	10669	12298	1.15	0	39	10669	390068	36.56	0	144	4.63770035
277624	11740	69868	5.95	0	87	11740	468859	39.94	0	135	2.394012805
277634	5487	30797	5.61	0	77	5487	207271	37.77	0	114	2.398308153
277637	7580	21259	2.8	0	62	7580	275294	36.32	0	114	3.344405516
277661	6096	12393	2.03	0	73	6096	194363	31.88	0	113	3.620240042
277668	6749	56201	8.33	0	81	6749	263396	39.03	0	151	1.875335108
277694	5811	27747	4.77	0	52	5811	201992	34.76	0	132	2.512506956
277873	5067	49160	9.7	0	124	5067	209794	41.4	0	214	1.740714161
278059	9942	128328	12.91	0	176	9942	726775	73.1	0	240	2.148522451
278075	13420	68917	5.14	0	81	13420	532948	39.71	0	96	2.596802142
278076	5752	25358	4.41	0	74	5752	216568	37.65	0	84	2.74093935
278116	5591	22182	3.97	0	84	5591	224913	40.23	0	124	2.988200871
278147	6302	13923	2.21	0	44	6302	193288	30.67	0	102	3.441849937
278152	7635	139142	18.22	0	202	7635	475040	62.22	0	287	1.418995481
278168	8501	60633	7.13	0	97	8501	347747	40.91	0	138	2.167619601
278184	9585	51899	5.41	0	68	9585	394986	41.21	0	189	2.57643401
278189	12005	43552	3.63	0	55	12005	405962	33.82	0	118	2.866975252
278209	8033	34731	4.32	0	83	8033	315175	39.24	0	127	2.83036187
278221	9474	19627	2.07	0	64	9474	314991	33.25	0	72	3.652791713
278228	13735	124163	9.04	0	174	13735	587079	42.74	0	295	1.888332276
278241	10516	13764	1.31	0	39	10516	340230	32.35	0	76	4.273267041
278288	5437	13958	2.57	0	35	5437	179340	32.99	0	98	3.329328559
278297	5186	8047	1.55	0	31	5186	159396	30.74	0	55	3.95691709
278302	8705	41257	4.74	0	77	8705	313418	36	0	163	2.572177988
278310	9922	40022	4.03	0	56	9922	362249	36.51	0	146	2.82657997
278315	8925	59657	6.68	0	95	8925	332017	37.2	0	205	2.124522659
278329	14577	50816	3.49	0	63	14577	534648	36.68	0	158	3.040834743
278333	5220	27952	5.35	0	100	5220	189500	36.3	0	132	2.409498797
278334	7195	3759	0.52	0	17	7195	225288	31.31	0	58	5.559108121
278344	8799	33308	3.79	0	75	8799	294835	33.51	0	108	2.791461979
278361	11711	34154	2.92	0	45	11711	390832	33.37	0	93	3.161651458
278369	5402	57998	10.74	0	48	5402	221228	40.95	0	90	1.578009504
278376	14490	246407	17.01	0	266	14490	701405	48.41	0	326	1.156061999
278382	5646	35651	6.31	0	201	5646	190415	33.73	0	166	2.065460454
278386	9094	54655	6.01	0	132	9094	374767	41.21	0	171	2.424697613
278402	10939	48377	4.42	0	70	10939	387008	35.38	0	109	2.647955819
278415	6885	36768	5.34	0	63	6885	252746	36.71	0	155	2.428401513
278419	5691	18983	3.34	0	55	5691	199517	35.06	0	90	3.039046034
278427	10099	90686	8.98	0	228	10099	410619	40.66	0	229	1.825962911
278443	9591	52122	5.43	0	136	9591	353603	36.87	0	220	2.410563359
278460	8622	23455	2.72	0	50	8622	366165	42.47	0	126	3.611905598
278462	10093	17555	1.74	0	17	10093	368646	36.52	0	80	4.0386676
278466	10112	110949	10.97	0	148	10112	514669	50.9	0	208	1.861242176
278478	6406	30164	4.71	0	73	6406	264285	41.26	0	259	2.778084902
278504	6883	10636	1.55	0	49	6883	263712	38.31	0	95	4.274520951
278505	8378	46615	5.56	0	86	8378	367772	43.9	0	106	2.628204197
278627	9785	6682	0.68	0	29	9785	289934	29.63	0	81	5.092520115
278677	10444	38692	3.7	0	39	10444	353739	33.87	0	95	2.841550857
278689	11004	65958	5.99	0	107	11004	426025	38.72	0	136	2.33959109
278718	7795	80680	10.35	0	69	7795	429822	55.14	0	150	2.060608545
278722	7456	9285	1.25	0	28	7456	220839	29.62	0	61	4.213711686
278725	9528	85651	8.99	0	172	9528	388497	40.77	0	276	1.828254982
278741	6525	9752	1.49	0	17	6525	233476	35.78	0	86	4.232909197
278749	19137	51596	2.7	0	53	19137	673614	35.2	0	108	3.351684162
278818	7500	45820	6.11	0	56	7500	286341	38.18	0	113	2.290712863
278843	5894	22064	3.74	0	51	5894	189886	32.22	0	72	2.753986364
278857	17443	84260	4.83	0	90	17443	652646	37.42	0	168	2.60085451
278858	7679	29366	3.82	0	100	7679	273763	35.65	0	203	2.869397579
278867	5232	49716	9.5	0	150	5232	219473	41.95	0	146	1.789811438
278893	9709	62298	6.42	0	122	9709	385307	39.69	0	166	2.275270405
278909	11353	40552	3.57	0	40	11353	424561	37.4	0	85	3.036182336
278926	15610	139839	8.96	0	162	15610	679163	43.51	0	261	1.926916425
278938	14441	36602	2.53	0	101	14441	529123	36.64	0	165	3.503350259
278944	10538	85204	8.09	0	130	10538	413432	39.23	0	161	1.924885773
278947	12529	93055	7.43	0	129	12529	487704	38.93	0	221	2.036588274
278955	5468	15445	2.82	0	33	5468	176660	32.31	0	73	3.165353728
278965	14173	171633	12.11	0	151	14173	610646	43.09	0	172	1.478294279
279063	5374	22687	4.22	0	67	5374	183680	34.18	0	136	2.664977539
279072	10240	83355	8.14	0	102	10240	414930	40.52	0	146	1.96267352
279081	5538	27797	5.02	0	38	5538	218667	39.48	0	134	2.622502766
279082	12563	47624	3.79	0	193	12563	452136	35.99	0	236	2.894466394
279091	5418	26793	4.95	0	94	5418	198281	36.6	0	175	2.533483264
279099	8637	5411	0.63	0	19	8637	283897	32.87	0	72	5.352415863
279112	10917	21257	1.95	0	58	10917	375293	34.38	0	110	3.787163561
279164	11717	83772	7.15	0	172	11717	428220	36.55	0	241	2.000996305
279226	7341	23775	3.24	0	59	7341	277352	37.78	0	118	3.190697029
279238	8273	22046	2.66	0	59	8273	319246	38.59	0	95	3.505868939
279253	5531	39422	7.13	0	118	5531	198682	35.92	0	139	1.979953414
279260	6871	49270	7.17	0	96	6871	269268	39.19	0	167	2.097580594
279275	8204	36276	4.42	0	59	8204	298217	36.35	0	100	2.686977135
279305	9094	27981	3.08	0	78	9094	328655	36.14	0	83	3.199734296
279420	5107	107204	20.99	0	65	5107	291645	57.11	0	272	1.091181264
279428	9100	6903	0.76	0	23	9100	353375	38.83	0	92	5.322168524
279441	5650	15769	2.79	0	36	5650	235077	41.61	0	86	3.545733307
279443	18391	191216	10.4	0	225	18391	914872	49.75	0	232	1.905253043
279462	6731	15585	2.32	0	56	6731	215567	32.03	0	103	3.434367133
279502	8795	51414	5.85	0	105	8795	301526	34.28	0	151	2.197998625
279660	6526	12063	1.85	0	30	6526	200637	30.74	0	57	3.701660035
279776	13336	60724	4.55	0	100	13336	510761	38.3	0	160	2.720545987
279863	12223	49623	4.06	0	44	12223	478358	39.14	0	106	2.916232169
279867	9513	46369	4.87	0	122	9513	343765	36.14	0	252	2.538742874
279875	5406	4569	0.85	0	11	5406	162092	29.98	0	62	4.787533777
279913	7774	17926	2.31	0	36	7774	245172	31.54	0	68	3.418357949
279926	6857	167864	24.48	0	263	6857	465202	67.84	0	397	1.117672657
279949	7862	148578	18.9	0	178	7862	429902	54.68	0	320	1.179767054
279950	8438	39483	4.68	0	80	8438	301417	35.72	0	125	2.579291691
279951	10279	182505	17.76	0	236	10279	617264	60.05	0	339	1.40467271
279980	5001	6053	1.21	0	14	5001	182744	36.54	0	106	4.563537727
279986	14590	234293	16.06	0	174	14590	723307	49.58	0	266	1.273426424
280028	6478	5176	0.8	0	11	6478	214599	33.13	0	62	5.019134439
280095	5887	2849	0.48	0	7	5887	228486	38.81	0	80	5.984390263
280125	5379	4039	0.75	0	18	5379	210906	39.21	0	118	5.355327282
280132	6072	40623	6.69	0	70	6072	238307	39.25	0	156	2.199754584
280168	8751	51885	5.93	0	89	8751	360421	41.19	0	113	2.443330162
280185	7119	49694	6.98	0	56	7119	450022	63.21	0	215	2.825993919
280198	15335	74794	4.88	0	70	15335	570285	37.19	0	160	2.577101741
280202	8450	48713	5.76	0	78	8450	351213	41.56	0	121	2.498194983
280203	9727	8749	0.9	0	59	9727	345603	35.53	0	96	4.950108923
280222	8806	13756	1.56	0	31	8806	272565	30.95	0	91	3.957461521
280225	22201	124984	5.63	0	278	22201	904084	40.72	0	387	2.50167078
280275	5487	71413	13.01	0	189	5487	307403	56.02	0	304	1.753461067
280307	14740	167138	11.34	0	406	14740	643203	43.64	0	521	1.591370507
280326	9032	109575	12.13	0	178	9032	392623	43.47	0	304	1.488580591
280740	8433	83581	9.91	0	86	8433	380707	45.14	0	160	1.834589502
283270	8130	81194	9.99	0	85	8130	336390	41.38	0	161	1.697517108
283298	5553	38039	6.85	0	64	5553	217550	39.18	0	104	2.16308155
283356	6873	66199	9.63	0	110	6873	366418	53.31	0	214	2.115938524
283365	7196	74765	10.39	0	103	7196	319221	44.36	0	147	1.741203757
283381	11964	58630	4.9	0	112	11964	468950	39.2	0	178	2.647140046
283451	9406	11797	1.25	0	44	9406	313880	33.37	0	79	4.385691732
283453	5329	24263	4.55	0	59	5329	246847	46.32	0	129	2.994836848
283531	16306	147536	9.05	0	199	16306	739269	45.34	0	279	1.971934739
283573	14604	101750	6.97	0	228	14604	561684	38.46	0	294	2.111268247
283575	8558	161330	18.85	0	256	8558	418028	48.85	0	309	1.020934084
283576	5948	45335	7.62	0	67	5948	238400	40.08	0	178	2.042159651
283587	8976	125772	14.01	0	93	8976	415547	46.3	0	115	1.371695283
283591	14525	92969	6.4	0	122	14525	584915	40.27	0	199	2.300701708
283606	6456	34776	5.39	0	54	6456	231676	35.89	0	117	2.382364791
283700	5504	45339	8.24	0	95	5504	197858	35.95	0	127	1.772415574
283717	5203	22560	4.34	0	67	5203	214563	41.24	0	93	2.89541743
283719	10607	86072	8.11	0	179	10607	451428	42.56	0	214	2.038864377
283722	7011	42654	6.08	0	116	7011	290900	41.49	0	237	2.417760474
283728	7463	81208	10.88	0	60	7463	287147	38.48	0	180	1.469570288
283736	16315	29208	1.79	0	66	16315	567233	34.77	0	115	3.92695162
283743	12371	91729	7.41	0	181	12371	492299	39.79	0	211	2.072000497
283744	9762	8468	0.87	0	42	9762	333870	34.2	0	84	4.943977159
283748	8405	167252	19.9	0	255	8405	443771	52.8	0	308	1.054909544
283749	6080	36622	6.02	0	63	6080	251300	41.33	0	119	2.426494017
283751	12579	21555	1.71	0	54	12579	431718	34.32	0	125	3.974121368
283764	9997	148158	14.82	0	301	9997	487068	48.72	0	512	1.364108731
283769	5858	7440	1.27	0	42	5858	184424	31.48	0	80	4.278675184
283771	8108	29416	3.63	0	108	8108	331963	40.94	0	169	3.142609695
283775	6989	46824	6.7	0	66	6989	281974	40.35	0	108	2.237475718
283778	5697	46107	8.09	0	51	5697	203330	35.69	0	73	1.788448339
283781	5053	58176	11.51	0	117	5053	222940	44.12	0	163	1.585685003
283790	6167	5362	0.87	0	14	6167	212268	34.42	0	55	4.953227932
283792	8176	30269	3.7	0	32	8176	334747	40.94	0	163	3.115053972
283793	5699	31671	5.56	0	37	5699	201569	35.37	0	96	2.316509477
283802	6213	2586	0.42	0	23	6213	192474	30.98	0	75	5.851944052
283804	15933	246881	15.49	0	147	15933	808932	50.77	0	169	1.359779162
283818	10034	120051	11.96	0	208	10034	474034	47.24	0	344	1.628931621
283824	7326	69298	9.46	0	115	7326	435598	59.46	0	253	2.29914742
283828	6662	55798	8.38	0	59	6662	239029	35.88	0	124	1.745297787
283836	5671	64837	11.43	0	108	5671	271461	47.87	0	187	1.713436448
283844	6133	33369	5.44	0	77	6133	221768	36.16	0	111	2.379856167
283845	7609	95867	12.6	0	111	7609	336765	44.26	0	162	1.459719763
283851	8041	14164	1.76	0	26	8041	262160	32.6	0	69	3.858364676
283856	11392	154655	13.58	0	140	11392	532399	46.73	0	180	1.430005603
283859	20362	45162	2.22	0	43	20362	761630	37.4	0	99	3.721546734
283861	5458	5888	1.08	0	12	5458	172975	31.69	0	54	4.522064488
283866	21995	92191	4.19	0	223	21995	818904	37.23	0	317	2.798583513
283882	9477	57515	6.07	0	91	9477	328787	34.69	0	136	2.161891465
283890	11348	133194	11.74	0	169	11348	522698	46.06	0	268	1.619222048
283893	7156	58305	8.15	0	215	7156	298355	41.69	0	252	2.001969453
283894	20259	193198	9.54	0	132	20259	930895	45.95	0	184	1.915143736
283899	6994	8202	1.17	0	48	6994	233653	33.41	0	75	4.482839593
283905	10300	61420	5.96	0	96	10300	327839	31.83	0	115	2.064142967
283911	13774	153972	11.18	0	209	13774	603853	43.84	0	366	1.618467656
283913	16250	192006	11.82	0	295	16250	835417	51.41	0	378	1.767959022
283917	13048	279978	21.46	0	199	13048	791143	60.63	0	279	1.145521792
283926	16635	96520	5.8	0	153	16635	732628	44.04	0	234	2.571829709
283944	5916	10734	1.81	0	18	5916	176611	29.85	0	67	3.690809375
283947	9157	17734	1.94	0	39	9157	302922	33.08	0	125	3.738970723
283952	5597	72394	12.93	0	98	5597	257980	46.09	0	136	1.480871538
283953	10882	7853	0.72	0	21	10882	353937	32.52	0	63	5.144326586
283972	10411	193283	18.57	0	165	10411	607127	58.32	0	392	1.29815695
283981	12493	119833	9.59	0	129	12493	514371	41.17	0	191	1.749130774
283986	6824	165355	24.23	0	233	6824	465684	68.24	0	402	1.140963287
283989	13468	136282	10.12	0	135	13468	619016	45.96	0	245	1.830309554
283994	19827	122497	6.18	0	99	19827	1172540	59.14	0	129	2.905595546
283996	11281	203330	18.02	0	159	11281	611044	54.17	0	229	1.235035125
284001	35892	115141	3.21	0	105	35892	1370346	38.18	0	200	3.219311946
284005	29850	91520	3.07	0	78	29850	1240258	41.55	0	159	3.405677962
284015	17359	95655	5.51	0	266	17359	650821	37.49	0	392	2.413521647
284017	15480	68042	4.4	0	92	15480	545984	35.27	0	176	2.650006192
284031	5377	66194	12.31	0	69	5377	251560	46.78	0	141	1.573201145
284094	8797	30957	3.52	0	62	8797	309022	35.13	0	145	2.966196288
284107	14485	84420	5.83	0	116	14485	576884	39.83	0	168	2.419427737
284118	23074	124575	5.4	0	129	23074	891067	38.62	0	188	2.485456897
284125	9806	42758	4.36	0	69	9806	382949	39.05	0	128	2.810062554
284126	18768	168300	8.97	0	209	18768	882500	47.02	0	390	2.037234694
284131	6378	44293	6.94	0	86	6378	264030	41.4	0	130	2.223763245
284228	17305	30624	1.77	0	34	17305	591748	34.2	0	83	3.919315105
284229	10945	38938	3.56	0	54	10945	443051	40.48	0	169	3.154400189
284264	9818	66152	6.74	0	138	9818	409475	41.71	0	280	2.276712861
284270	26586	233838	8.8	0	153	26586	1090270	41.01	0	235	1.86754036
284282	8831	34184	3.87	0	74	8831	338100	38.29	0	145	2.953702234
284302	8678	36822	4.24	0	67	8678	289299	33.34	0	86	2.62225798
284331	8302	35759	4.31	0	66	8302	310897	37.45	0	84	2.76634599
284345	15144	89096	5.88	0	167	15144	657664	43.43	0	193	2.531943938
284364	13482	30143	2.24	0	47	13482	520637	38.62	0	98	3.754917572
284381	8444	21094	2.5	0	30	8444	336247	39.82	0	123	3.640633267
284384	5001	38992	7.8	0	122	5001	207978	41.59	0	175	2.061830701
284408	13144	89239	6.79	0	64	13144	575098	43.75	0	135	2.334939583
284434	6999	46256	6.61	0	31	6999	260888	37.28	0	92	2.142819729
284436	17730	152845	8.62	0	176	17730	723409	40.8	0	262	1.889949423
284440	6767	87508	12.93	0	100	6767	283759	41.93	0	141	1.344400601
284442	9474	25594	2.7	0	56	9474	326794	34.49	0	133	3.322286862
284449	6392	20203	3.16	0	40	6392	243429	38.08	0	119	3.238177061
284463	8972	67200	7.49	0	100	8972	332018	37.01	0	166	1.952017557
284472	8139	11453	1.41	0	31	8139	270179	33.2	0	87	4.204556219
284474	16063	30067	1.87	0	44	16063	567917	35.36	0	93	3.888148145
284482	16814	56540	3.36	0	81	16814	736148	43.78	0	173	3.350878862
284499	13478	56822	4.22	0	63	13478	438667	32.55	0	86	2.594482685
284500	15163	105889	6.98	0	254	15163	591746	39.03	0	307	2.130424567
284541	7663	22127	2.89	0	33	7663	260203	33.96	0	92	3.201835107
284543	6273	13635	2.17	0	60	6273	225878	36.01	0	142	3.699770697
284549	8479	25946	3.06	0	33	8479	288144	33.98	0	80	3.12022234
284651	7518	35472	4.72	0	38	7518	311213	41.4	0	126	2.779912049
284841	8936	88646	9.92	0	95	8936	371087	41.53	0	125	1.712881892
284851	14936	102861	6.89	0	121	14936	575342	38.52	0	138	2.130171861
284998	6749	14008	2.08	0	21	6749	251560	37.27	0	137	3.810499431
285054	5085	5697	1.12	0	15	5085	188756	37.12	0	66	4.697766119
285068	13605	98233	7.22	0	113	13605	530733	39.01	0	142	2.080913302
285206	5749	63213	11	0	108	5749	267187	46.48	0	356	1.726246591
285225	9224	101092	10.96	0	102	9224	392292	42.53	0	167	1.603373102
285235	11221	53008	4.72	0	62	11221	427182	38.07	0	135	2.658935851
285247	14504	79904	5.51	0	75	14504	556689	38.38	0	125	2.447370533
285248	7645	22923	3	0	33	7645	292092	38.21	0	89	3.318055897
285251	11044	135707	12.29	0	183	11044	533521	48.31	0	248	1.621976983
285252	7983	126617	15.86	0	136	7983	396893	49.72	0	187	1.295573571
285613	5816	58496	10.06	0	71	5816	247367	42.53	0	128	1.726990595
285619	10130	10095	1	0	12	10130	814229	80.38	0	1521	5.975904718
285704	8497	56987	6.71	0	93	8497	1075163	126.53	0	658	3.884162954
285813	12719	42551	3.35	0	56	12719	1357443	106.73	0	1879	4.64080089
285852	5360	44453	8.29	0	54	5360	207754	38.76	0	139	1.872264609
285853	7062	9275	1.31	0	22	7062	260218	36.85	0	66	4.461165948
285912	6011	14674	2.44	0	26	6011	227154	37.79	0	127	3.600191511
285958	7552	276584	36.62	0	121	7552	1001355	132.59	0	309	1.50340832
285964	5503	85669	15.57	0	65	5503	236392	42.96	0	124	1.111365094
286112	20793	189291	9.1	0	267	20793	787699	37.88	0	285	1.704637926
286118	12070	153831	12.74	0	191	12070	523377	43.36	0	271	1.414139525
286121	25233	118626	4.7	0	69	25233	1353428	53.64	0	5089	3.159716621
286128	19182	202988	10.58	0	131	19182	915640	47.73	0	230	1.820696754
286216	6626	17307	2.61	0	78	6626	198673	29.98	0	128	3.169018717
286240	9299	62301	6.7	0	53	9299	354189	38.09	0	97	2.154319333
286249	11531	16834	1.46	0	65	11531	390192	33.84	0	128	4.18182934
286253	7200	73122	10.16	0	102	7200	284204	39.47	0	193	1.604996163
286260	6136	11234	1.83	0	31	6136	224511	36.59	0	142	3.968673908
286290	15501	113941	7.35	0	92	15501	595574	38.42	0	95	2.03318141
286345	8816	138963	15.76	0	167	8816	405078	45.95	0	185	1.190937372
286383	6497	44104	6.79	0	122	6497	300423	46.24	0	213	2.414797964
286500	11754	52919	4.5	0	125	11754	454421	38.66	0	214	2.749984777
286531	11477	47428	4.13	0	57	11477	432782	37.71	0	111	2.837873509
286577	6910	82171	11.89	0	213	6910	313081	45.31	0	264	1.577220821
286611	7267	52151	7.18	0	54	7267	412300	56.74	0	3732	2.629450447
286612	9202	4616	0.5	0	11	9202	292645	31.8	0	61	5.638094906
286639	6683	8491	1.27	0	45	6683	200338	29.98	0	71	4.208240027
286664	5046	80214	15.9	0	109	5046	269332	53.38	0	181	1.394412586
