scaffold	length	repeat_length	prop_repeat	mdg4_length	prop_mdg4
scaffold-W278718	7795	5129	0.65798588839	0	0.0
scaffold-W278722	7456	3877	0.519983905579	0	0.0
scaffold-W278725	9528	10872	1.0	1262	0.132451721243
scaffold-W278741	6525	5695	0.872796934866	0	0.0
scaffold-W278749	19137	15248	0.796781104666	2151	0.112400062706
scaffold-W278818	7500	6698	0.893066666667	0	0.0
scaffold-W278843	5894	3234	0.548693586698	0	0.0
scaffold-W278857	17443	13616	0.780599667488	0	0.0
scaffold-W278858	7679	7625	0.992967834353	192	0.0250032556322
scaffold-W278867	5232	2563	0.489870030581	0	0.0
scaffold-W278893	9709	9139	0.941291585127	3282	0.338036873004
scaffold-W278909	11353	11264	0.99216066238	2006	0.176693385008
scaffold-W278926	15610	14257	0.9133247918	0	0.0
scaffold-W278938	14441	10520	0.728481407105	2081	0.144103593934
scaffold-W278944	10538	9505	0.901973809072	0	0.0
scaffold-W278947	12529	5903	0.471146939101	0	0.0
scaffold-W278955	5468	5552	1.0	0	0.0
scaffold-W278965	14173	10186	0.718690467791	0	0.0
scaffold-W279063	5374	4909	0.913472273911	0	0.0
scaffold-W279081	5538	5138	0.927771758758	0	0.0
scaffold-W279082	12563	9704	0.772426968081	2264	0.180211732866
scaffold-W279091	5418	3673	0.677925433739	0	0.0
scaffold-W279099	8637	8440	0.977191154336	2018	0.233645941878
scaffold-W279112	10917	11779	1.0	4150	0.380141064395
scaffold-W279164	11717	6687	0.570709225911	0	0.0
scaffold-W279226	7341	6574	0.895518321755	0	0.0
scaffold-W279238	8273	7670	0.927112293001	0	0.0
scaffold-W279253	5531	4763	0.861146266498	0	0.0
scaffold-W279275	8204	7991	0.974037055095	3719	0.453315455875
scaffold-W279305	9094	8255	0.907741367935	773	0.0850010996261
scaffold-W279420	5107	4853	0.950264343059	2472	0.484041511651
scaffold-W279428	9100	7990	0.878021978022	1060	0.116483516484
scaffold-W279441	5650	5614	0.993628318584	0	0.0
scaffold-W279443	18391	14196	0.77189929857	3117	0.169485074221
scaffold-W279660	6526	5814	0.890897946675	0	0.0
scaffold-W279776	13336	12846	0.96325734853	5348	0.401019796041
scaffold-W279863	12223	11256	0.920886852655	1122	0.0917941585535
scaffold-W279867	9513	4577	0.48113108378	0	0.0
scaffold-W279875	5406	4799	0.887717351091	0	0.0
scaffold-W279913	7774	6271	0.806663236429	0	0.0
scaffold-W279949	7862	7799	0.991986771814	0	0.0
scaffold-W279950	8438	8426	0.998577862053	254	0.0301019198862
scaffold-W279951	10279	8378	0.815059830723	1242	0.120828874404
scaffold-W279980	5001	4986	0.99700059988	2656	0.531093781244
scaffold-W279986	14590	12997	0.890815627142	345	0.0236463331049
scaffold-W280028	6478	6615	1.0	0	0.0
scaffold-W280095	5887	5594	0.950229318838	2444	0.415152029896
scaffold-W280125	5379	2847	0.529280535416	0	0.0
scaffold-W280132	6072	3494	0.575428194993	0	0.0
scaffold-W280168	8751	9543	1.0	2642	0.301908353331
scaffold-W280185	7119	6690	0.939738727349	1989	0.279393173198
scaffold-W280198	15335	14396	0.938767525269	0	0.0
scaffold-W280203	9727	8928	0.917857510024	3193	0.328261540043
scaffold-W280225	22201	20048	0.903022386379	0	0.0
scaffold-W280275	5487	4595	0.837433934755	0	0.0
scaffold-W280307	14740	9893	0.671166892809	860	0.0583446404342
scaffold-W280326	9032	7183	0.79528343667	0	0.0
scaffold-W280740	8433	6097	0.722993003676	0	0.0
scaffold-W283270	8130	5854	0.720049200492	0	0.0
scaffold-W283298	5553	4067	0.732396902575	0	0.0
scaffold-W283356	6873	7251	1.0	0	0.0
scaffold-W283365	7196	6788	0.943301834352	1770	0.245969983324
scaffold-W283381	11964	11305	0.944918087596	0	0.0
scaffold-W283451	9406	7027	0.747076334255	0	0.0
scaffold-W283453	5329	5253	0.98573841246	0	0.0
scaffold-W283531	16306	13578	0.832699619772	3517	0.215687477002
scaffold-W283573	14604	12176	0.833744179677	1251	0.085661462613
scaffold-W283575	8558	8730	1.0	0	0.0
scaffold-W283576	5948	3567	0.59969737727	0	0.0
scaffold-W283587	8976	7437	0.828542780749	0	0.0
scaffold-W283591	14525	13020	0.896385542169	2386	0.164268502582
scaffold-W283606	6456	4438	0.687422552664	0	0.0
scaffold-W283700	5504	5333	0.968931686047	0	0.0
scaffold-W283717	5203	4110	0.78992888718	0	0.0
scaffold-W283719	10607	9661	0.910813613651	0	0.0
scaffold-W283722	7011	5188	0.739980031379	245	0.034945086293
scaffold-W283728	7463	6072	0.813613828219	0	0.0
scaffold-W283736	16315	16264	0.996874042292	5368	0.32902237205
scaffold-W283743	12371	10064	0.813515479751	0	0.0
scaffold-W283744	9762	10015	1.0	1108	0.113501331694
scaffold-W283749	6080	6124	1.0	317	0.0521381578947
scaffold-W283751	12579	11013	0.875506797043	0	0.0
scaffold-W283764	9997	10476	1.0	3161	0.316194858458
scaffold-W283769	5858	5608	0.957323318539	0	0.0
scaffold-W283771	8108	7528	0.928465712876	71	0.00875678342378
scaffold-W283775	6989	6384	0.913435398483	2296	0.328516239805
scaffold-W283778	5697	4482	0.78672985782	1467	0.257503949447
scaffold-W283781	5053	1680	0.332475756976	0	0.0
scaffold-W283790	6167	5758	0.933679260581	202	0.032754986217
scaffold-W283792	8176	7174	0.877446183953	0	0.0
scaffold-W283793	5699	5771	1.0	0	0.0
scaffold-W283802	6213	4619	0.743441171737	223	0.0358924835023
scaffold-W283804	15933	14998	0.941316763949	1839	0.115420824703
scaffold-W283818	10034	10132	1.0	1408	0.140322902133
scaffold-W283824	7326	6717	0.916871416871	242	0.033033033033
scaffold-W283828	6662	7451	1.0	0	0.0
scaffold-W283836	5671	5748	1.0	0	0.0
scaffold-W283844	6133	5922	0.965595956302	128	0.0208706994945
scaffold-W283845	7609	7457	0.980023656197	0	0.0
scaffold-W283851	8041	7659	0.952493470961	0	0.0
scaffold-W283856	11392	7355	0.645628511236	0	0.0
scaffold-W283859	20362	20106	0.987427561143	2373	0.116540614871
scaffold-W283861	5458	3350	0.613777940638	0	0.0
scaffold-W283866	21995	12705	0.577631279836	0	0.0
scaffold-W283882	9477	8828	0.931518413	0	0.0
scaffold-W283893	7156	4263	0.595723868083	0	0.0
scaffold-W283894	20259	18867	0.931289797127	4031	0.198973295819
scaffold-W283899	6994	7080	1.0	89	0.0127251930226
scaffold-W283905	10300	8704	0.845048543689	791	0.0767961165049
scaffold-W283913	16250	15763	0.970030769231	4061	0.249907692308
scaffold-W283926	16635	13913	0.836369101292	4439	0.266847009318
scaffold-W283944	5916	5957	1.0	0	0.0
scaffold-W283947	9157	9414	1.0	78	0.00851807360489
scaffold-W283952	5597	6083	1.0	1455	0.259960693229
scaffold-W283953	10882	3861	0.35480610182	0	0.0
scaffold-W283972	10411	7605	0.730477379695	0	0.0
scaffold-W283986	6824	6439	0.94358147714	2450	0.359026963658
scaffold-W283989	13468	13134	0.9752004752	2501	0.185699435699
scaffold-W283994	19827	17621	0.888737580068	0	0.0
scaffold-W283996	11281	11049	0.979434447301	674	0.0597464763762
scaffold-W284001	35892	34534	0.96216427059	3400	0.0947286303355
scaffold-W284005	29850	25936	0.868877721943	5437	0.182144053601
scaffold-W284015	17359	18597	1.0	3527	0.203179906677
scaffold-W284017	15480	14421	0.931589147287	2096	0.135400516796
scaffold-W284031	5377	4307	0.801004277478	0	0.0
scaffold-W284094	8797	9136	1.0	1516	0.17233147664
scaffold-W284107	14485	13878	0.958094580601	1156	0.0798066965827
scaffold-W284118	23074	21732	0.941839299645	3675	0.159270174222
scaffold-W284125	9806	9515	0.97032429125	0	0.0
scaffold-W284126	18768	21159	1.0	3336	0.177749360614
scaffold-W284131	6378	7426	1.0	1866	0.292568203198
scaffold-W284228	17305	15362	0.887720312049	2706	0.156370991043
scaffold-W284229	10945	11108	1.0	3189	0.291365920512
scaffold-W284264	9818	9769	0.995009166836	2326	0.236911794663
scaffold-W284282	8831	8367	0.947457819047	695	0.0787000339712
scaffold-W284302	8678	7492	0.863332565107	980	0.11292924637
scaffold-W284331	8302	6481	0.780655263792	1810	0.218019754276
scaffold-W284345	15144	14018	0.925647120972	1974	0.130348652932
scaffold-W284364	13482	12507	0.927681352915	2614	0.193888147159
scaffold-W284381	8444	5409	0.640573188063	747	0.088465182378
scaffold-W284384	5001	2413	0.4825034993	0	0.0
scaffold-W284408	13144	14870	1.0	4700	0.357577601948
scaffold-W284434	6999	7029	1.0	0	0.0
scaffold-W284436	17730	17029	0.96046249295	2001	0.112859560068
scaffold-W284440	6767	3879	0.573222993941	0	0.0
scaffold-W284442	9474	6577	0.694215748364	0	0.0
scaffold-W284449	6392	6083	0.951658322904	2233	0.349342928661
scaffold-W284463	8972	8982	1.0	0	0.0
scaffold-W284472	8139	8196	1.0	1393	0.171151247082
scaffold-W284474	16063	14479	0.901388283633	2760	0.171823445185
scaffold-W284482	16814	16352	0.972522897585	5752	0.342095872487
scaffold-W284499	13478	11578	0.859029529604	0	0.0
scaffold-W284500	15163	12941	0.853459078019	2751	0.181428477214
scaffold-W284541	7663	6054	0.790030014355	0	0.0
scaffold-W284543	6273	4074	0.649450023912	0	0.0
scaffold-W284549	8479	9265	1.0	1178	0.138931477769
scaffold-W284998	6749	6295	0.93273077493	0	0.0
scaffold-W285054	5085	4803	0.944542772861	0	0.0
scaffold-W285068	13605	11904	0.874972436604	2127	0.156339581036
scaffold-W285206	5749	4967	0.863976343712	472	0.0821012349974
scaffold-W285225	9224	7712	0.836079791847	245	0.0265611448395
scaffold-W285247	14504	12767	0.880239933811	0	0.0
scaffold-W285248	7645	7746	1.0	0	0.0
scaffold-W285251	11044	5673	0.513672582398	0	0.0
scaffold-W285252	7983	6398	0.801453087812	0	0.0
scaffold-W285613	5816	4126	0.709422283356	153	0.0263067400275
scaffold-W285619	10130	15404	1.0	0	0.0
scaffold-W285704	8497	8439	0.993174061433	0	0.0
scaffold-W285813	12719	13440	1.0	2453	0.192861073984
scaffold-W285852	5360	4233	0.78973880597	0	0.0
scaffold-W285853	7062	5823	0.824553950722	1188	0.168224299065
scaffold-W285912	6011	4599	0.765097321577	1657	0.275661287639
scaffold-W285958	7552	1277	0.169094279661	0	0.0
scaffold-W285964	5503	1625	0.295293476286	0	0.0
scaffold-W286112	20793	11892	0.571923243399	212	0.0101957389506
scaffold-W286118	12070	11370	0.942004971002	0	0.0
scaffold-W286121	25233	25369	1.0	5151	0.204137439068
scaffold-W286128	19182	18890	0.984777395475	4536	0.236471692211
scaffold-W286216	6626	1297	0.195744038636	0	0.0
scaffold-W286240	9299	9530	1.0	1226	0.131842133563
scaffold-W286249	11531	11740	1.0	2798	0.24265024716
scaffold-W286253	7200	5793	0.804583333333	0	0.0
scaffold-W286260	6136	4224	0.688396349413	0	0.0
scaffold-W286290	15501	15152	0.977485323528	2336	0.150699954842
scaffold-W286345	8816	7667	0.869668784029	0	0.0
scaffold-W286383	6497	6308	0.970909650608	0	0.0
scaffold-W286531	11477	10209	0.889518166768	0	0.0
scaffold-W286577	6910	5380	0.778581765557	591	0.0855282199711
scaffold-W286611	7267	7674	1.0	245	0.0337140498142
scaffold-W286612	9202	6893	0.749076287764	2326	0.252771136709
scaffold-W286639	6683	6066	0.907676193326	0	0.0
scaffold-W286673	7239	4624	0.638762259981	594	0.0820555325321
scaffold-W286683	13107	11021	0.840848401617	1238	0.0944533455406
scaffold-W286713	14453	14302	0.989552342074	0	0.0
scaffold-W286777	12308	13899	1.0	1999	0.162414689633
scaffold-W286840	6397	5975	0.934031577302	69	0.010786306081
scaffold-W286868	16992	10977	0.646009887006	1407	0.0828036723164
scaffold-W286880	6722	3323	0.494346920559	0	0.0
scaffold-W286899	10186	9622	0.944629884155	3798	0.372864716277
scaffold-W286914	10228	6036	0.590144700821	1146	0.112045365663
scaffold-W286934	5088	4980	0.978773584906	949	0.186517295597
scaffold-W286970	6630	7452	1.0	2845	0.429110105581
scaffold-W286972	16151	16270	1.0	753	0.0466225001548
scaffold-W286998	5530	3957	0.715551537071	0	0.0
scaffold-W287026	5872	5088	0.866485013624	1763	0.300238419619
scaffold-W287060	11106	7983	0.718800648298	0	0.0
scaffold-W287115	6875	6815	0.991272727273	1721	0.250327272727
scaffold-W287117	6528	6243	0.956341911765	0	0.0
scaffold-W287124	8501	7739	0.910363486649	1876	0.220679920009
scaffold-W287139	8012	6101	0.761482775836	2138	0.266849725412
scaffold-W287169	19271	16207	0.841004618338	2191	0.113694151834
scaffold-W287171	9882	9401	0.951325642582	0	0.0
scaffold-W287185	6742	7068	1.0	0	0.0
scaffold-W287227	10567	4863	0.46020630264	0	0.0
scaffold-W287238	11250	6878	0.611377777778	358	0.0318222222222
scaffold-W287243	14726	13810	0.937797093576	3248	0.220562270814
scaffold-W287255	6108	5986	0.980026195154	0	0.0
scaffold-W287271	17993	19720	1.0	2093	0.116323014506
scaffold-W287292	8080	7099	0.878589108911	146	0.0180693069307
scaffold-W287338	6295	5816	0.923907863384	1426	0.226528991263
scaffold-W287348	5902	5675	0.961538461538	0	0.0
scaffold-W287361	5760	4515	0.783854166667	2084	0.361805555556
scaffold-W287407	9227	10064	1.0	3554	0.385173946028
scaffold-W287410	21682	15138	0.698182824463	0	0.0
scaffold-W287465	12215	12475	1.0	2328	0.190585345886
scaffold-W287706	6307	6081	0.964166798795	0	0.0
scaffold-W288129	15081	14178	0.940123333996	1111	0.0736688548505
scaffold-W288153	7033	3655	0.51969287644	0	0.0
scaffold-W288167	8686	4995	0.575063320286	0	0.0
scaffold-W288367	6849	3128	0.456709008614	249	0.0363556723609
scaffold-W289049	5251	3428	0.652828032756	0	0.0
scaffold-W289092	10255	9214	0.898488542175	0	0.0
scaffold-W289411	12200	11660	0.955737704918	2131	0.174672131148
scaffold-W289436	5525	4956	0.897013574661	1522	0.275475113122
scaffold-W289439	6749	6247	0.925618610164	645	0.0955697140317
scaffold-W289482	5453	5443	0.998166147075	0	0.0
scaffold-W289486	6646	4092	0.615708696961	0	0.0
scaffold-W289539	15310	14788	0.965904637492	2604	0.170084911822
scaffold-W289544	8153	7004	0.859070280878	0	0.0
scaffold-W289594	7502	6088	0.811516928819	0	0.0
scaffold-W289662	8696	6790	0.780818767249	65	0.00747470101196
scaffold-W289900	19905	19134	0.961266013564	2491	0.125144436071
scaffold-W289917	6376	6306	0.989021329987	1512	0.237139272271
scaffold-W289941	5339	3705	0.693950177936	0	0.0
scaffold-W289972	7735	7235	0.935358758888	857	0.110795087266
scaffold-W289980	5465	3178	0.581518755718	0	0.0
scaffold-W289984	20376	13797	0.677120141343	2358	0.115724381625
scaffold-W289987	6060	4443	0.733168316832	0	0.0
scaffold-W289994	5270	4628	0.878178368121	0	0.0
scaffold-W289995	12065	10458	0.866804807294	436	0.0361375880646
scaffold-W289998	8899	4724	0.53084616249	2113	0.237442409259
scaffold-W290011	6990	5684	0.813161659514	0	0.0
scaffold-W290022	6111	6096	0.997545409917	64	0.0104729176894
scaffold-W290024	12249	10960	0.894766919749	1486	0.121316025798
scaffold-W290028	5618	3768	0.670701317195	192	0.0341758632965
scaffold-W290035	6845	7066	1.0	167	0.0243973703433
scaffold-W290042	5985	4822	0.805680868839	0	0.0
scaffold-W290067	6889	5502	0.798664537669	0	0.0
scaffold-W290085	6177	4973	0.805083373806	0	0.0
scaffold-W290094	10234	11881	1.0	1755	0.171487199531
scaffold-W290110	19020	17751	0.933280757098	3506	0.184332281809
scaffold-W290111	13890	13164	0.947732181425	1796	0.129301655868
scaffold-W290114	18386	16293	0.886163385184	2411	0.131132383335
scaffold-W290136	7790	6939	0.890757381258	0	0.0
scaffold-W290150	9081	10628	1.0	0	0.0
scaffold-W290201	8328	7130	0.856147934678	0	0.0
scaffold-W290211	9625	8861	0.920623376623	0	0.0
scaffold-W290214	8150	6452	0.791656441718	0	0.0
scaffold-W290229	5017	2338	0.46601554714	0	0.0
scaffold-W290230	7627	6913	0.906385210437	1101	0.144355578865
scaffold-W290259	9417	8447	0.896994796644	163	0.017309121801
scaffold-W290284	6116	4564	0.746239372139	192	0.0313930673643
scaffold-W290299	6417	5830	0.908524232507	0	0.0
scaffold-W290319	8170	4454	0.545165238678	0	0.0
scaffold-W290322	5918	4701	0.794356201419	0	0.0
scaffold-W290328	9476	4600	0.485436893204	875	0.0923385394681
scaffold-W290331	11914	11529	0.967685076381	2777	0.233087124391
scaffold-W290340	11972	7771	0.649097895089	0	0.0
scaffold-W290342	21880	22702	1.0	3287	0.150228519196
scaffold-W290350	12784	13030	1.0	3155	0.246792866083
scaffold-W290352	6429	5361	0.833877741484	0	0.0
scaffold-W290366	12896	10462	0.811259305211	2337	0.18121898263
scaffold-W290374	7606	6586	0.86589534578	0	0.0
scaffold-W290395	15344	13459	0.877150677789	1840	0.119916579771
scaffold-W290420	11567	9633	0.832800207487	777	0.0671738566612
scaffold-W290421	7685	6212	0.808327911516	420	0.0546519193234
scaffold-W290423	6036	5838	0.967196819085	2187	0.362326043738
scaffold-W290448	18306	13160	0.718889981427	2395	0.130831421392
scaffold-W290475	5157	4740	0.919139034322	0	0.0
scaffold-W290495	14974	11360	0.758648323761	886	0.0591692266595
scaffold-W290496	15430	12003	0.777900194426	0	0.0
scaffold-W290532	8999	2386	0.265140571175	0	0.0
scaffold-W290549	9879	5052	0.511387792287	0	0.0
scaffold-W290554	15116	14970	0.990341360148	3573	0.236372056099
scaffold-W290648	10225	8203	0.802249388753	0	0.0
scaffold-W290696	13699	11054	0.806920213154	2571	0.187677932696
scaffold-W290701	13758	13667	0.993385666521	3283	0.238624800116
scaffold-W290736	12537	11538	0.920315865039	0	0.0
scaffold-W290744	11314	11422	1.0	0	0.0
scaffold-W290761	17632	17089	0.969203720508	1751	0.099308076225
scaffold-W290804	6591	6186	0.938552571689	0	0.0
scaffold-W290837	12275	12569	1.0	2241	0.182566191446
scaffold-W290839	19922	17989	0.902971589198	2005	0.100642505773
scaffold-W290901	9637	8625	0.894988066826	0	0.0
scaffold-W290923	13918	8858	0.636442017531	903	0.0648800114959
scaffold-W290933	8175	4839	0.591926605505	229	0.0280122324159
scaffold-W290934	7761	7714	0.993944079371	0	0.0
scaffold-W290940	10809	10061	0.930798408733	2231	0.206402072347
scaffold-W290941	15610	15210	0.974375400384	2095	0.134208840487
scaffold-W290953	13861	10182	0.734579034702	325	0.0234470817401
scaffold-W290954	8665	8967	1.0	1263	0.145758799769
scaffold-W290956	8332	5639	0.676788286126	0	0.0
scaffold-W290960	19512	19919	1.0	2641	0.135352603526
scaffold-W290963	24044	22776	0.947263350524	4933	0.205165529862
scaffold-W290965	13396	11546	0.861899074351	0	0.0
scaffold-W290966	14210	12023	0.846094299789	0	0.0
scaffold-W290971	5175	4980	0.96231884058	0	0.0
scaffold-W290972	10964	10944	0.998175848231	2458	0.224188252463
scaffold-W290981	21022	20207	0.961231091238	2949	0.140281609742
scaffold-W290983	23655	18941	0.80071866413	3350	0.141619108011
scaffold-W290988	15455	16221	1.0	2844	0.184018117114
scaffold-W290989	9690	9833	1.0	2200	0.227038183695
scaffold-W290990	8028	2865	0.35687593423	0	0.0
scaffold-W291004	10241	3880	0.37886925105	0	0.0
scaffold-W291012	9601	6629	0.690448911572	1440	0.149984376627
scaffold-W291016	8815	7150	0.8111174135	0	0.0
scaffold-W291023	25805	19860	0.769618291029	4035	0.156365045534
scaffold-W291027	6952	6790	0.97669735328	600	0.0863060989643
scaffold-W291057	5771	6025	1.0	0	0.0
scaffold-W291064	10493	9275	0.883922615077	1974	0.188125416945
scaffold-W291131	8882	7916	0.891240711551	2405	0.27077234857
scaffold-W291136	9113	7578	0.831559310875	142	0.015582135411
scaffold-W291141	8122	7149	0.880201920709	0	0.0
scaffold-W291146	8469	7935	0.936946510804	0	0.0
scaffold-W291183	15631	13031	0.833663873073	2017	0.129038449235
scaffold-W291216	6378	5448	0.854186265287	0	0.0
scaffold-W291270	5746	5191	0.903411068569	0	0.0
scaffold-W291292	11185	8591	0.768082253017	3081	0.27545820295
scaffold-W291354	9821	10089	1.0	2340	0.23826494247
scaffold-W291380	11557	9096	0.787055464221	1808	0.156441983214
scaffold-W291396	6001	2355	0.392434594234	145	0.0241626395601
scaffold-W291457	6124	5385	0.8793272371	0	0.0
scaffold-W291506	14913	12982	0.87051565748	2415	0.161939247636
scaffold-W291552	5293	4684	0.884942376724	0	0.0
scaffold-W291562	9708	7000	0.721054800165	0	0.0
scaffold-W291576	10177	8615	0.846516655203	0	0.0
scaffold-W291589	16260	21036	1.0	0	0.0
scaffold-W291653	9462	7639	0.807334601564	353	0.0373071232298
scaffold-W291667	10805	9577	0.88634891254	683	0.0632114761684
scaffold-W291682	8312	5658	0.680702598653	0	0.0
scaffold-W291705	7120	7144	1.0	0	0.0
scaffold-W291785	8790	7078	0.805233219568	2519	0.286575654152
scaffold-W291796	9556	5539	0.579635830892	0	0.0
scaffold-W291813	7512	5880	0.782747603834	67	0.0089190628328
scaffold-W291814	12480	10411	0.83421474359	0	0.0
scaffold-W291832	5398	4918	0.911078177103	0	0.0
scaffold-W291837	8355	7572	0.906283662478	0	0.0
scaffold-W291894	18190	13968	0.767894447499	0	0.0
scaffold-W291938	5576	4173	0.748385939742	1661	0.297883787661
scaffold-W291981	11382	11660	1.0	3470	0.304867334388
scaffold-W291990	15328	12879	0.840227035491	39	0.00254436325678
scaffold-W292112	10535	8446	0.801708590413	0	0.0
scaffold-W292192	6912	3909	0.565538194444	0	0.0
scaffold-W292268	6524	5566	0.853157572042	53	0.00812385039853
scaffold-W292271	6579	6412	0.97461620307	1510	0.229518163855
scaffold-W292383	7692	7597	0.98764950598	598	0.0777431097244
scaffold-W292429	27643	25468	0.921318236081	0	0.0
scaffold-W292431	7963	6834	0.858219264096	1518	0.190631671481
scaffold-W292432	10786	11641	1.0	1719	0.159373261635
scaffold-W292435	5943	2219	0.373380447585	0	0.0
scaffold-W292441	9505	5873	0.617885323514	0	0.0
scaffold-W292460	15371	13506	0.878667620844	2311	0.150348058031
scaffold-W292480	28469	24749	0.86933155362	6577	0.231023218237
scaffold-W292481	6858	6297	0.918197725284	1324	0.193059200933
scaffold-W292483	19578	17466	0.892123812443	1872	0.0956175298805
scaffold-W292491	12080	11251	0.931374172185	3177	0.262996688742
scaffold-W292506	23765	21139	0.889501367557	5146	0.216536924048
scaffold-W292519	16883	15797	0.935674939288	1026	0.0607711899544
scaffold-W292522	11603	10284	0.886322502801	1767	0.152288201327
scaffold-W292525	18161	10995	0.605418203843	0	0.0
scaffold-W292532	12263	8604	0.701622767675	295	0.0240561037267
scaffold-W292533	18102	13891	0.767373770854	0	0.0
scaffold-W292556	5928	5551	0.936403508772	2509	0.423245614035
scaffold-W292571	13130	6959	0.530007616146	90	0.00685453160701
scaffold-W292583	27914	27095	0.970659883929	3683	0.131940961525
scaffold-W292586	35095	31639	0.90152443368	4267	0.121584271264
scaffold-W292590	37507	33994	0.90633748367	9006	0.2401151785
scaffold-W292591	13252	13202	0.996226984606	2252	0.169936613341
scaffold-W292602	31831	29043	0.912412428136	4716	0.148157456567
scaffold-W292615	12795	7469	0.583743649863	700	0.0547088706526
scaffold-W292628	8898	8743	0.982580355136	3113	0.349853899753
scaffold-W292651	11169	10807	0.967588862029	2525	0.226072164025
scaffold-W292657	15996	11209	0.700737684421	3030	0.189422355589
scaffold-W292660	6060	6659	1.0	2259	0.372772277228
scaffold-W292724	6019	4372	0.726366506064	0	0.0
scaffold-W292726	9721	10345	1.0	0	0.0
scaffold-W292751	5139	5014	0.975676201596	0	0.0
scaffold-W293368	6196	6109	0.985958683021	0	0.0
scaffold-W294223	7158	313	0.043727298128	0	0.0
scaffold-W294490	8358	5810	0.695142378559	0	0.0
scaffold-W294621	5756	5079	0.882383599722	0	0.0
scaffold-W294887	5289	4147	0.784080166383	152	0.0287388920401
scaffold-W295067	5205	4892	0.939865513929	1884	0.361959654179
scaffold-W295149	6885	7146	1.0	0	0.0
scaffold-W295415	5110	4108	0.803913894325	0	0.0
scaffold-W295696	9378	9799	1.0	2026	0.216037534656
scaffold-W295867	7694	6916	0.898882245906	2044	0.265661554458
scaffold-W296218	8370	7970	0.952210274791	1158	0.13835125448
scaffold-W296260	8374	4863	0.580726056843	746	0.0890852639121
scaffold-W296428	15868	16008	1.0	5023	0.316549029493
scaffold-W296562	5961	6484	1.0	0	0.0
scaffold-W296669	8772	9233	1.0	1166	0.132922936617
scaffold-W296688	7281	7540	1.0	0	0.0
scaffold-W296732	7136	6549	0.91774103139	232	0.0325112107623
scaffold-W297352	16437	13059	0.794488045264	1374	0.0835918963314
scaffold-W297391	10786	4524	0.419432597812	0	0.0
scaffold-W297469	9570	11219	1.0	1091	0.114002089864
scaffold-W297708	8448	5256	0.622159090909	0	0.0
scaffold-W297892	5969	3551	0.594907019601	0	0.0
scaffold-W298083	7243	8086	1.0	2712	0.374430484606
scaffold-W298375	11716	10863	0.927193581427	2081	0.177620348242
scaffold-W298506	9446	8555	0.905674359517	2332	0.246876984967
scaffold-W298546	6559	5798	0.883976215887	0	0.0
scaffold-W298664	5948	1605	0.26983860121	0	0.0
scaffold-W298711	5385	4965	0.922005571031	1708	0.317177344475
scaffold-W300802	5076	4786	0.942868400315	0	0.0
scaffold-W301579	11498	8754	0.761349799965	2326	0.202296051487
scaffold-W301974	5854	6784	1.0	1337	0.228390843867
scaffold-W302692	6569	5900	0.898158014919	645	0.098188460953
scaffold-W305127	7932	6980	0.879979828543	679	0.0856026222895
scaffold-W306509	5688	6157	1.0	1064	0.1870604782
scaffold-W306752	6084	5315	0.873602892834	0	0.0
scaffold-W306932	16703	15222	0.91133329342	1831	0.109621026163
scaffold-W307184	6309	6206	0.983674116342	0	0.0
scaffold-W307192	8573	5724	0.667677592441	0	0.0
scaffold-W307256	11614	8428	0.725675908386	2699	0.232391940761
scaffold-W307325	6185	5013	0.810509296686	0	0.0
scaffold-W307337	5171	4151	0.80274608393	0	0.0
scaffold-W307391	5483	4988	0.909720955681	0	0.0
scaffold-W307414	6869	6344	0.923569660795	0	0.0
scaffold-W307447	6411	4214	0.657307752301	0	0.0
scaffold-W307451	19351	16687	0.862332695985	1351	0.0698155134102
scaffold-W307605	5887	5649	0.959571938169	2498	0.424324783421
scaffold-W308015	10592	10325	0.974792296073	3799	0.358666918429
scaffold-W308031	8768	8706	0.992928832117	0	0.0
scaffold-W308132	7986	7929	0.992862509391	534	0.0668670172802
scaffold-W308372	12865	11704	0.909755149631	1330	0.103381267003
scaffold-W308446	5658	3870	0.683987274655	1661	0.293566631318
scaffold-W308461	5068	2303	0.454419889503	0	0.0
scaffold-W308604	6705	4664	0.695600298285	0	0.0
scaffold-W308638	10462	10382	0.992353278532	2598	0.248327279679
scaffold-W308646	15861	15092	0.951516297837	3955	0.249353760797
scaffold-W308673	8720	6919	0.793463302752	0	0.0
scaffold-W308713	5677	4657	0.820327637837	145	0.0255416593271
scaffold-W308719	9651	8544	0.885296860429	0	0.0
scaffold-W308805	6409	5712	0.89124668435	0	0.0
scaffold-W308806	5817	5240	0.90080797662	195	0.0335224342445
scaffold-W308810	9875	8460	0.856708860759	0	0.0
scaffold-W308823	12513	7578	0.605610165428	0	0.0
scaffold-W308835	5391	2785	0.516601743647	0	0.0
scaffold-W308855	12666	11784	0.93036475604	4810	0.379756829307
scaffold-W308895	17665	6632	0.375431644495	45	0.00254741013303
scaffold-W308907	6351	4185	0.658951346245	0	0.0
scaffold-W308909	12195	12307	1.0	2846	0.233374333743
scaffold-W308931	9471	9315	0.983528666455	0	0.0
scaffold-W308933	8446	5435	0.643499881601	913	0.10809850817
scaffold-W308973	8326	7959	0.955921210665	105	0.012611097766
scaffold-W308989	8636	8343	0.966072255674	0	0.0
scaffold-W308991	9087	5696	0.626829536701	0	0.0
scaffold-W309172	10353	8060	0.778518303873	2513	0.242731575389
